"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JANGTQAffine8Matmul.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JANGTQAffine8Matmul.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JANGTQDecodeOps.metal","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JANGTQDecodeOps.metal","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JANGTQDecodeOps.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JANGTQDecodeOps.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JANGTQMatmul.metal","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JANGTQMatmul.metal","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JANGTQMatmul.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JANGTQMatmul.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/JangV2QuantMatmul.metal","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/JangV2QuantMatmul.metal","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/MetalBuffer.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/MetalBuffer.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/MetalContext.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/MetalContext.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGCoreMetal/QuantizedMatmul4.swift","JANGCoreMetal","JANG Metal kernels","adapt","Sources/JANGMetal/QuantizedMatmul4.swift","7","JANGCore;Metal","kernel golden/performance/error parity","vMLX kernel audit and replacement parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGExpertLab/JANGExpertLab.swift","JANGExpertLab","expert atlas/evaluation","adapt","Sources/JANGExpertLab/JANGExpertLab.swift","7","MLXStudioDomain;MLXStudioEvaluation","Expert Atlas plan validator real trace tests","after split replacement passes all fixtures"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGKit/JANGKit.swift","JANGKit","inference contracts","adapt","Sources/MLXStudioDomain/Inference/JANGKit.swift","2-7","JANG","serialization/provider contract tests","after provider contracts replace public use"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGKit/Model.swift","JANGKit","duplicate inference","retire","-","7","JANG","vMLX JANG/JANGTQ output trace cancel metrics parity","provider parity complete and no production imports"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGMetal/JANGError.swift","JANGMetal","duplicate Metal device layer","reference","Documentation/Reference/JANGMetal/JANGError.swift","7","Metal","device/kernel audit","after vMLX Metal ownership is proven"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/JANGMetal/JANGMetalDevice.swift","JANGMetal","duplicate Metal device layer","reference","Documentation/Reference/JANGMetal/JANGMetalDevice.swift","7","Metal","device/kernel audit","after vMLX Metal ownership is proven"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/jang-core/main.swift","JANG CLI","diagnostic CLI","reference","Workers/jang-tools/Reference/main.swift","8","JANG runtime","CLI golden tests","after equivalent diagnostics exist"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Sources/jang-spec-iobench/main.swift","JANG CLI","diagnostic CLI","reference","Workers/jang-tools/Reference/main.swift","8","JANG runtime","CLI golden tests","after equivalent diagnostics exist"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreMetalTests/JANGTQAffine8Tests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreMetalTests/JANGTQAffine8Tests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreMetalTests/JANGTQDecodeOpsTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreMetalTests/JANGTQDecodeOpsTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreMetalTests/JANGTQMatmulTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreMetalTests/JANGTQMatmulTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreMetalTests/QuantizedMatmul4Tests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreMetalTests/QuantizedMatmul4Tests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreMetalTests/fixtures/fixture_info.json","JANGRuntime tests","parity fixture","move","Tests/JANGCoreMetalTests/fixtures/fixture_info.json","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/BitInferenceTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/BitInferenceTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/ExpertBlobTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/ExpertBlobTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/ExpertIndexTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/ExpertIndexTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/Fixtures.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/Fixtures.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/HotCoreLoaderTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/HotCoreLoaderTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/JangSpecBundleTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/JangSpecBundleTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/JangSpecFormatTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/JangSpecFormatTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGCoreTests/SafetensorsV2Tests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGCoreTests/SafetensorsV2Tests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGExpertLabTests/ExpertAtlasTests.swift","JANGRuntime tests","parity fixture","move","tests/JANGExpertLabTests/ExpertAtlasTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGExpertLabTests/FullBundleExpertLabSmokeTests.swift","JANGRuntime tests","parity fixture","adapt","tests/JANGExpertLabTests/ExpertPromptSuiteRunnerTests.swift","7","ModelInferenceProvider;external BF16/vMLX evidence runner","provider contract tests and real trace/mask/eval parity","retire only after structured worker supersedes external evidence path"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGKitTests/JANGKitTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGKitTests/JANGKitTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGKitTests/JANGTQProbeTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGKitTests/JANGTQProbeTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGKitTests/ModelTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGKitTests/ModelTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGConfigQwen36Tests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGConfigQwen36Tests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQAffineLoadTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQAffineLoadTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQBenchTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQBenchTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQDecoderEngineTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQDecoderEngineTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQGeneratorTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQGeneratorTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQLoaderTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQLoaderTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQMoEBlockTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQMoEBlockTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQModelEndToEndTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQModelEndToEndTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTQTokenizerTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTQTokenizerTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Tests/JANGTests/JANGTokenizerPythonParityTests.swift","JANGRuntime tests","parity fixture","move","Tests/JANGTests/JANGTokenizerPythonParityTests.swift","7","corresponding JANG target","swift test and parity matrix","retire only with superseding fixture"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/dflash/__init__.py","jang-tools","specialized/reference tooling","reference","Workers/jang-tools/Reference/dflash/__init__.py","7-8","Python","capability inventory","explicitly out of scope or native parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/dflash/config.py","jang-tools","specialized/reference tooling","reference","Workers/jang-tools/Reference/dflash/config.py","7-8","Python","capability inventory","explicitly out of scope or native parity"
